ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT,MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATIONZ,ORIENTATIONX,ORIENTATIONY,PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.2689,1.5684,9.2424,2.2387,1.5892,9.4145,0.021,-0.0274,-0.2109,0.2857,0.3195,0.0078,231,9.59,2.2,-31.82,291.2,-9.33,-13.38,2,981.02,59.553,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,43009,2018-07-23 11:56:56:966
3.0925,1.5932,9.7644,3.2603,2.3095,8.9558,-0.1842,-0.7279,0.7636,0.192,-0.3615,0.2599,209,7.66,-2.11,-32.7,287.13,-13.68,-15.41,2,981.02,60.291,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,43510,2018-07-23 11:56:57:467
2.055,3.2332,7.9065,2.7168,2.9883,8.9364,-0.6613,0.2454,-1.0283,-0.9223,-0.6992,0.2052,185,8.28,-8.96,-34.74,272.96,-17.74,-16.91,2,981.02,62.046,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,44009,2018-07-23 11:56:57:966
2.636,2.479,9.1427,2.5879,2.4314,9.1412,0.0375,0.0376,-0.0362,0.1377,0.0433,-0.0661,191,8.09,-4.37,-42.06,285.24,-13.83,-15.97,2,981.03,62.946,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,44510,2018-07-23 11:56:58:467
0.6464,3.6889,9.0325,0.5473,3.693,9.0682,0.0968,-0.0198,-0.0743,0.1629,0.2276,-0.3295,254,16.52,-5.09,-37.55,293.5,-21.48,-4.66,2,981.03,57.429,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,45010,2018-07-23 11:56:58:967
-0.3536,5.0951,9.4388,-0.4981,4.6904,8.5978,0.148,0.3729,0.7826,0.0737,-0.5838,-0.0547,286,24.42,-4.96,-34.23,301.43,-28.34,5.23,2,981.04,59.417,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,45509,2018-07-23 11:56:59:466
-3.0055,4.1175,6.9097,-2.8224,4.3407,8.3284,-0.1655,-0.2505,-1.471,-0.3133,0.7691,-0.2166,270,31.43,-3.99,-28.89,302.9,-26.27,18.72,2,981.04,51.18,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,46010,2018-07-23 11:56:59:967
-1.8595,4.9658,9.6024,-1.344,5.0907,8.2734,-0.509,-0.1496,1.2888,0.1416,-0.9652,-0.01,308,29.77,-4.62,-32.97,307.31,-29.5,15.58,2,981.05,59.008,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,46510,2018-07-23 11:57:00:467
-0.498,5.1653,8.7309,-0.5488,4.9841,8.4278,0.0538,0.1532,0.2556,-0.1013,-0.2348,0.0419,250,23.1,-4.68,-34.99,305.95,-30.88,4.64,2,981.05,65.057,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,47010,2018-07-23 11:57:00:967
0.8372,4.0991,9.9846,0.5027,3.7105,9.0637,0.3313,0.3651,0.8636,-0.733,-1.1264,0.1878,259,18.44,-2.82,-38.17,307.53,-24.76,0.99,2,981.05,58.305,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,47510,2018-07-23 11:57:01:467
0.3783,3.9986,8.9926,0.5425,3.9805,8.946,-0.1683,-0.0119,-0.0207,0.0201,0.0522,0.0749,239,17.54,-2.21,-39.31,303.49,-23.89,-3.55,2,981.05,55.041,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,48009,2018-07-23 11:57:01:966
0.3009,4.1933,8.9647,0.3087,4.1395,8.8848,-0.0103,0.0214,0.0106,0.0169,0.0159,0.0252,235,20.32,-3.57,-38.46,299.61,-24.97,-1.99,2,981.05,37.102,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,48509,2018-07-23 11:57:02:466
0.3288,4.0791,9.0685,0.3363,4.0234,8.937,-0.0097,0.0289,0.0717,-0.0338,-0.0086,-0.0103,235,18.85,-6.56,-35.61,291.67,-24.22,-2.15,2,981.05,61.045,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,49010,2018-07-23 11:57:02:967
0.3527,3.9483,8.8881,0.2808,3.9947,8.9517,0.0698,-0.0771,-0.1323,-0.0115,0.033,0.0323,238,17.45,-6.32,-35.15,295.09,-23.94,-1.86,2,981.05,61.191,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,49511,2018-07-23 11:57:03:468
-0.0599,4.2084,8.5194,0.1514,4.1747,8.8724,-0.2125,4.00E-04,-0.4238,0.0333,0.033,-0.0195,233,19.09,-7.27,-36.35,293.92,-25.06,-1.14,2,981.05,62.891,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 21,50011,2018-07-23 11:57:03:968
-0.1078,4.2108,8.6247,0.0935,4.212,8.8556,-0.202,-0.0351,-0.3023,0.0411,0.0046,-0.0245,233,19.22,-3.83,-35.72,301.26,-25.44,-0.6,2,981.05,64.06,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,50510,2018-07-23 11:57:04:467
-0.099,4.2611,8.6638,0.0981,4.2138,8.8546,-0.1979,0.0137,-0.2613,-0.0306,-0.0139,0.043,233,19.74,-1.91,-37.18,304.66,-25.54,-0.54,2,981.05,60.583,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,51010,2018-07-23 11:57:04:967
-0.1916,4.2827,8.5769,0.0839,4.2473,8.8388,-0.2762,4.00E-04,-0.3346,0.018,7.00E-04,-0.0089,229,20.92,-3.95,-38.25,300.86,-25.66,-0.54,2,981.05,61.502,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,51509,2018-07-23 11:57:05:466
-0.1564,4.2555,8.5569,0.0528,4.2515,8.837,-0.2097,-0.0316,-0.3542,0.023,-1.00E-04,-0.0238,229,19.46,-3.76,-37.2,302.8,-25.69,-0.34,2,981.05,59.391,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,52010,2018-07-23 11:57:05:967
-0.0216,4.2292,8.766,0.0262,4.2608,8.8326,-0.1478,-0.0289,-0.3122,0.0471,0.0035,-0.0366,233,18.92,-2.41,-37.87,307.23,-25.58,-0.26,2,981.06,61.364,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,52509,2018-07-23 11:57:06:466
-0.2682,4.2843,8.5154,0.009,4.2469,8.8394,-0.2772,0.0012,-0.3992,-0.0413,-0.0079,0.0415,233,20.72,-4.1,-38.45,301.63,-25.79,0.01,2,981.06,36.521,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,53010,2018-07-23 11:57:06:967
1.9145,2.574,7.5721,1.7275,4.0757,8.7507,0.176,-1.5278,-1.2345,-0.4905,-0.2926,0.523,190,12.99,-4.84,-35.23,298.46,-26.62,-9.4,2,981.06,52.167,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,53509,2018-07-23 11:57:07:466
1.0941,3.9379,8.7987,1.2168,3.8655,8.9301,-0.1334,0.0381,-0.2107,-0.0335,0.0898,-0.1541,220,14.19,-4.34,-38.17,298.18,-23.24,-8.31,2,981.06,61.315,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,54009,2018-07-23 11:57:07:966
1.0119,3.8461,9.0134,1.0202,3.8451,8.9635,-0.0179,-0.0352,-0.0345,6.00E-04,-0.0366,-0.0206,235,16.39,-4.06,-38.6,298.01,-23.08,-6.49,2,981.06,62.84,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,54510,2018-07-23 11:57:08:467
0.8922,3.823,8.8354,0.9618,3.8388,8.9727,-0.0777,-0.0482,-0.2129,-0.0172,0.0518,-0.0029,231,16.68,-5,-37.33,293.56,-23.04,-6.12,2,981.06,59.062,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,55010,2018-07-23 11:57:08:967
0.8866,3.8166,8.8618,0.9488,3.865,8.9628,-0.0679,-0.0716,-0.155,-0.0065,0.0173,0.0202,231,15.97,-3.96,-36.94,297.16,-23.21,-6.04,2,981.06,25.309,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,55509,2018-07-23 11:57:09:466
0.8747,3.902,8.9847,0.9299,3.8486,8.9718,-0.0615,0.0271,-0.0484,0.0404,-0.0274,-0.0345,231,14.55,-3.9,-38.73,299.84,-22.95,-5.87,2,981.06,26.495,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,56009,2018-07-23 11:57:09:966
1.0087,3.7519,9.0413,0.9615,3.8042,8.9875,0.0404,-0.0794,-0.0103,0.0148,-0.021,-0.0142,243,14.38,-5.02,-38.13,297.8,-22.82,-6.11,2,981.06,26.151,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,56510,2018-07-23 11:57:10:467
0.8396,3.8621,8.9639,0.9511,3.8229,8.9806,-0.1182,0.0124,-0.0797,-0.0399,0.0301,0.0085,239,14.97,-5.43,-39.78,298.35,-23.08,-6.15,2,981.06,29.591,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,57009,2018-07-23 11:57:10:966
0.8212,3.8876,9.0836,0.922,3.7715,9.0053,-0.1077,0.0879,0.0111,-0.0654,-0.0029,0.0319,228,16.36,-5.65,-37.55,292.94,-22.62,-5.85,2,981.06,26.537,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,57510,2018-07-23 11:57:11:467
0.8834,3.9626,9.1203,1.0079,3.818,8.9765,-0.1324,0.1145,0.0732,0.0145,-0.0139,0.0014,225,12.67,-3.51,-40.44,302.86,-22.91,-6.41,2,981.06,25.863,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,58009,2018-07-23 11:57:11:966
0.9417,3.8278,9.118,0.9258,3.7608,9.0094,0.0081,0.0354,0.033,-0.0186,0.0113,0.0046,228,17.15,-5.93,-38.27,291.73,-22.55,-5.87,2,981.07,62.559,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 22,58509,2018-07-23 11:57:12:466
0.9521,3.7009,8.762,0.8848,3.7678,9.0106,0.0615,-0.0913,-0.307,0.0414,-0.0455,-0.0476,235,15.39,-8.48,-40.49,291.3,-22.59,-5.61,2,981.07,61.673,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,59010,2018-07-23 11:57:12:967
0.8603,3.8022,9.1283,0.885,3.7519,9.0172,-0.0547,0.0051,0.0049,-0.003,-0.0171,-0.0117,230,16.55,-9.15,-38.6,285.89,-22.49,-5.61,2,981.07,60.242,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,59511,2018-07-23 11:57:13:468
0.8228,3.7639,9.1523,0.8278,3.71,9.04,-0.0118,0.0234,0.038,-1.00E-04,0.0106,-0.0057,234,15.11,-9.72,-39.4,284.83,-22.22,-5.29,2,981.07,28.935,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,60010,2018-07-23 11:57:13:967
0.8659,3.5317,8.7189,0.8786,3.7502,9.0186,-0.0182,-0.2418,-0.3556,0.0951,-0.0892,-0.1172,237,16.76,-2.63,-40.99,299.98,-22.13,-5.41,2,981.07,42.046,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,60510,2018-07-23 11:57:14:467
0.7023,3.8006,8.9831,0.7423,3.7972,9.0111,-0.0445,-0.0194,-0.0821,0.0347,-0.0011,-0.0401,237,15.2,-3.48,-38.08,302.01,-22.64,-4.79,2,981.05,47.535,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,61009,2018-07-23 11:57:14:966
0.7095,3.7966,9.098,0.7052,3.7723,9.0246,0,0.0012,0.0181,-0.0154,7.00E-04,0.0092,237,16.55,-4.34,-36.07,295.93,-22.62,-4.47,2,981.05,46.265,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,61509,2018-07-23 11:57:15:466
0.6225,3.8198,9.0557,0.6248,3.8077,9.0156,-0.0067,-0.0147,-0.0234,0.0059,0.0319,-0.022,237,15.88,-3.35,-38.21,301.6,-22.82,-4.11,2,981.05,42.551,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,62010,2018-07-23 11:57:15:967
0.5929,3.874,9.0764,0.5993,3.84,9.0037,-0.0016,0.0101,0.0405,0.007,0.0124,-4.00E-04,237,18.36,-1.56,-38.06,301.47,-23.05,-3.81,2,981.06,42.985,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,62510,2018-07-23 11:57:16:467
0.6257,3.8621,9.2105,0.5951,3.7882,9.0258,0.0249,0.0379,0.0991,-0.0033,-0.0103,-0.0125,239,16.73,-3.78,-38.67,299.24,-22.74,-3.74,2,981.06,41.696,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,63009,2018-07-23 11:57:16:966
0.5889,3.7687,9.2161,0.5716,3.7319,9.0508,0.0121,0.003,0.0833,-0.0172,0.0088,0.0191,249,17.87,-2.43,-35.5,298.63,-22.37,-3.61,2,981.07,38.037,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,63509,2018-07-23 11:57:17:466
0.7701,3.6777,9.2903,0.63,3.664,9.0746,0.1354,-0.014,0.147,-0.0019,-4.00E-04,-0.0274,262,17.08,-3.81,-36.31,295.48,-21.94,-3.97,2,981.07,33.015,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,64009,2018-07-23 11:57:17:966
0.7342,3.7655,9.3542,0.5837,3.7003,9.063,0.1459,0.0356,0.2185,0.0219,-0.0025,-0.0174,258,17.65,-2.07,-37.9,300.5,-22.17,-3.68,2,981.07,36.306,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,64510,2018-07-23 11:57:18:467
0.6352,3.7615,9.434,0.5729,3.6826,9.0709,0.0576,0.0486,0.2884,0.0098,-0.0377,0.0064,253,17.05,-3.12,-38.08,299.86,-22.03,-3.47,2,981.07,49.003,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,65010,2018-07-23 11:57:18:967
0.6656,3.6578,9.2377,0.5734,3.6836,9.0704,0.0874,-0.0561,0.0927,0.0042,-0.0192,-0.0107,256,17,-3.43,-38.65,300.49,-22.06,-3.62,2,981.07,27.865,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,65510,2018-07-23 11:57:19:467
0.5083,3.7136,9.1387,0.5843,3.667,9.0764,-0.0807,0.0163,-0.0128,-0.0115,-0.0054,-0.0018,256,15.7,-2.9,-40.87,303.09,-21.98,-3.73,2,981.07,34.896,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,66010,2018-07-23 11:57:19:967
0.6033,3.6067,9.106,0.5985,3.6108,9.098,4.00E-04,-0.0309,-0.0593,-0.0363,0.0241,0.0341,256,17.21,-2.43,-38.2,301,-21.6,-3.76,2,981.07,46.532,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,66510,2018-07-23 11:57:20:467
0.5929,3.6745,9.1658,0.6204,3.6038,9.0994,-0.0323,0.0426,-0.0047,-0.0076,-0.0022,0.016,256,17.58,-3.76,-37.65,295.42,-21.56,-3.9,2,981.07,40.527,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,18 / 20,67012,2018-07-23 11:57:20:969
0.8036,3.5229,9.3183,0.6991,3.5064,9.1316,0.0978,-0.0173,0.0987,-0.0054,-0.0256,-0.0487,251,17.16,-1.73,-38.37,299.47,-20.95,-4.38,2,981.07,40.044,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,67509,2018-07-23 11:57:21:466
0.7725,3.5181,9.185,0.6733,3.5035,9.1347,0.0936,-0.0144,-0.0253,0.0038,0.0124,-0.0043,244,16.59,-1.81,-39.47,300.31,-20.92,-4.19,2,981.07,41.827,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,68010,2018-07-23 11:57:21:967
0.549,3.5357,9.0709,0.6296,3.4972,9.1402,-0.0852,0.0126,-0.1368,-0.0179,0.0159,-0.0228,251,16.42,-2.58,-37.56,299.07,-20.89,-3.94,2,981.07,26.818,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,68510,2018-07-23 11:57:22:467
0.6696,3.3912,9.2065,0.6366,3.4635,9.1526,0.028,-0.0989,-0.0164,0.0059,7.00E-04,-0.032,258,16.51,-1.32,-39.25,302.21,-20.68,-3.98,2,981.07,25.652,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,69009,2018-07-23 11:57:22:966
0.7701,3.5077,9.2839,0.6419,3.4642,9.1519,0.122,0.0099,0.0431,0.0074,-0.027,0.0053,262,16.68,-1.02,-37.65,301.53,-20.69,-4.01,2,981.07,25.293,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,69510,2018-07-23 11:57:23:467
0.5427,3.5157,9.2408,0.6179,3.4259,9.168,-0.0804,0.0615,-0.0027,-0.0243,0.0184,-0.0018,270,15.35,-1.59,-38.61,302.87,-20.45,-3.86,2,981.07,62.37,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,70011,2018-07-23 11:57:23:968
0.8491,3.5397,9.4763,0.58,3.476,9.1516,0.2641,0.0333,0.245,0.039,-0.0075,-0.0288,265,17.44,-0.51,-36.32,300.68,-20.76,-3.63,2,981.07,48.575,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,70510,2018-07-23 11:57:24:467
0.632,3.4503,9.248,0.5254,3.4789,9.1538,0.1025,-0.0564,0.0212,-1.00E-04,0.0138,-0.016,255,18.69,-2.76,-40.53,298.06,-20.82,-3.27,2,981.07,28.231,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,71009,2018-07-23 11:57:24:966
0.4389,3.6873,8.9304,0.4861,3.6596,9.0852,-0.051,-0.001,-0.226,-0.026,-0.0086,0.011,246,19.1,-0.86,-39.78,302.79,-21.91,-3.06,2,981.08,32.359,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,71510,2018-07-23 11:57:25:467
0.4988,3.6721,9.1443,0.5174,3.6354,9.0932,-0.0231,0.0051,-0.0279,-0.0058,-0.0054,0.0035,246,16.32,-3.25,-39.59,302.65,-21.77,-3.25,2,981.08,28.214,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,72010,2018-07-23 11:57:25:967
0.5211,3.6697,9.1658,0.5324,3.6264,9.0959,-0.0161,0.0106,-0.0121,-0.0033,-0.0029,0,243,16.16,-2.58,-39.35,301.68,-21.7,-3.35,2,981.08,26.972,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,72510,2018-07-23 11:57:26:467
0.5802,3.6123,9.1778,0.5529,3.6034,9.1038,0.0225,-0.0218,-0.0034,-0.009,-0.0114,-0.0185,243,17.38,-2.36,-37.66,301.33,-21.59,-3.45,2,981.08,36.949,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,73009,2018-07-23 11:57:26:966
0.4389,3.6602,9.3789,0.5592,3.5674,9.1177,-0.1248,0.0634,0.1862,-0.0676,3.00E-04,0.0518,243,16.04,-1.68,-41.47,304.43,-21.33,-3.51,2,981.08,41.932,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,73509,2018-07-23 11:57:27:466
0.4756,3.6019,8.9831,0.5177,3.611,9.1029,-0.0466,-0.0405,-0.1988,0.0368,-0.0057,-0.0696,246,14.79,-4.99,-38.22,297.4,-21.46,-3.33,2,981.08,37.603,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,74009,2018-07-23 11:57:27:966
0.4653,3.7743,9.5577,0.518,3.5895,9.1114,-0.0578,0.1499,0.3579,-0.0438,-0.0118,0.0472,242,18.05,-3.57,-38.39,296.26,-21.63,-3.16,2,981.08,27.644,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,74509,2018-07-23 11:57:28:466
0.3695,3.6458,9.2025,0.4612,3.5815,9.1176,-0.096,0.031,-1.00E-04,-0.0115,3.00E-04,-0.0288,245,18.1,-4.72,-39.69,295.55,-21.43,-3.01,2,981.08,25.933,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,75010,2018-07-23 11:57:28:967
0.5099,3.5652,9.26,0.4505,3.5331,9.137,0.0556,0.0021,0.0455,-0.0115,0.0078,0.005,245,17.34,-2.77,-37.22,298.51,-21.12,-2.82,2,981.07,41.089,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,17 / 21,75512,2018-07-23 11:57:29:469
0.4397,3.4367,9.1802,0.4137,3.4472,9.1715,0.0233,-0.0333,-0.0519,-0.0196,-0.0082,0.0174,251,19.37,-1.6,-39.6,299.92,-20.66,-2.51,2,981.07,28.427,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,76009,2018-07-23 11:57:29:966
0.3232,3.4096,9.28,0.3219,3.4016,9.1922,-0.001,-0.0164,0.0217,0.002,0.0031,-0.0075,258,15.77,0.16,-39.45,307.52,-20.3,-2.01,2,981.08,35.048,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,76509,2018-07-23 11:57:30:466
0.0774,3.3553,9.0756,0.2445,3.3204,9.2242,-0.1679,0.0242,-0.1782,-0.1045,0.0717,0.0728,262,19.64,-1.23,-37.72,299.31,-20.1,-1.8,2,981.08,26.322,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,77010,2018-07-23 11:57:30:967
1.1404,-0.1658,9.9719,1.4911,0.3968,9.6845,-0.4777,-0.78,0.276,0.3415,-0.238,-0.3267,272,12.06,11.22,-40.7,304.75,-2.32,-8.75,2,981.09,49.703,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,77511,2018-07-23 11:57:31:468
-0.7741,0.3091,10.8035,-0.2632,1.0072,9.7512,-0.5102,-0.7008,1.0263,-0.6467,0.8206,-0.7564,313,20.53,8.78,-38.15,302.81,-8.19,-1.65,2,981.1,45.81,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,78010,2018-07-23 11:57:31:967
1.4636,1.6945,9.8458,1.3569,1.5436,9.5889,0.1025,0.1461,0.227,-0.0072,-0.054,-0.1073,284,12.36,9.19,-40.75,310.42,-9.06,-8.05,2,981.1,62.198,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,78509,2018-07-23 11:57:32:466
1.3846,1.8549,9.5393,1.3369,1.8105,9.5449,0.0449,0.0406,-0.026,-0.0722,0.1555,0.0692,273,14.34,7.68,-41.69,307.64,-10.64,-7.97,2,981.1,31.234,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,79009,2018-07-23 11:57:32:966
0.3631,2.4415,10.3462,0.7624,2.5941,9.4265,-0.4022,-0.1627,0.8829,0.1792,-0.0338,-0.0561,269,15.23,5.6,-41.29,311.72,-15.34,-4.62,2,981.1,64.022,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,79509,2018-07-23 11:57:33:466
0.9664,2.9626,9.2847,1.0516,2.952,9.2925,-0.0891,-4.00E-04,-0.0424,0.1696,0.0145,-0.0579,260,16.69,2.21,-38.68,300.6,-16.92,-6.56,2,981.1,64.695,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,80009,2018-07-23 11:57:33:966
1.6488,3.1255,9.0868,1.9542,3.3482,9.0078,-0.3116,-0.2332,0.0508,-0.1745,0.3053,0.354,187,9.89,-1.17,-38.83,302.55,-20.84,-12.93,2,981.1,62.814,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,80511,2018-07-23 11:57:34:468
1.1819,3.0145,9.0836,1.6633,2.988,9.1911,-0.4875,0.0156,-0.141,-0.1901,0.0067,-0.2195,210,13.06,0.38,-40.51,300.27,-18.24,-10.61,2,981.1,50.357,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,81009,2018-07-23 11:57:34:966
1.2043,2.3577,9.7532,1.0843,2.4022,9.4459,0.1145,-0.0567,0.2592,0.0674,0.012,-0.0703,273,15.49,1.97,-38.33,298.82,-13.93,-6.63,2,981.1,60.189,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,81510,2018-07-23 11:57:35:467
1.0087,2.9786,9.2169,1.1843,2.9078,9.2905,0.1147,-0.0049,-0.0259,0.1053,0.0575,-0.0433,246,14.34,0.72,-38.34,301.84,-17.25,-7.26,2,981.09,46.773,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,82009,2018-07-23 11:57:35:966
1,2.9355,9.2201,0.947,3.1511,9.2382,0.0487,-0.2296,-0.0591,-0.0239,0.2506,-0.0838,237,14.73,-0.03,-40.63,303.44,-18.74,-5.85,2,981.09,33.112,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,82510,2018-07-23 11:57:36:467
0.8731,3.3529,9.3326,0.8232,3.2572,9.2132,0.0453,0.0775,0.0681,-0.0225,-0.0036,0.0057,247,15.05,0.61,-37.8,305.62,-19.47,-5.08,2,981.09,28.45,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,83010,2018-07-23 11:57:36:967
0.7901,3.4056,9.6359,0.8546,3.2124,9.2261,-0.0697,0.174,0.3547,-0.0608,0.0774,0.0042,242,15.61,-0.27,-38.95,302.03,-19.33,-5.57,2,981.09,28.064,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,83510,2018-07-23 11:57:37:467
0.9441,3.3218,9.2297,0.9684,3.2779,9.1917,-0.0304,0.0231,-0.0204,0.0042,7.00E-04,0.0103,240,14.5,1.65,-39.72,307.44,-19.49,-6.03,2,981.09,62.323,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,84010,2018-07-23 11:57:37:967
1.0774,3.3018,9.2225,1.0086,3.3273,9.1696,0.0616,-0.0492,-0.0125,0.0049,-0.0114,-0.022,234,14.7,-0.15,-40.41,303.85,-19.83,-6.28,2,981.09,58.286,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,0 / 21,84509,2018-07-23 11:57:38:466
1.0231,3.4231,9.2097,1.043,3.3834,9.1452,-0.0286,0.0116,-0.0115,0.0034,-0.0349,-0.0263,234,16.41,0.67,-38.78,303.96,-20.18,-6.51,2,981.09,61.904,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 21,85010,2018-07-23 11:57:38:967
1.0566,3.4184,9.2225,1.0736,3.3825,9.142,-0.0255,0.0091,0.0081,-0.0076,0.001,-0.0235,238,13.67,0.02,-39.67,305.28,-20.18,-6.7,2,981.09,60.421,42.49838,-83.440865,839.98,915.2893521,,0,48.412903,,15 / 21,85510,2018-07-23 11:57:39:467
